locus_tag,gene, protein_length, gene_length
BSU37440,ywhL,458,1377
new25929302593257c,S943, ,328
BSU14610,pdhD,470,1413
BSU02130,glpQ,293,882
BSU06078,ydzW/5,65,198
BSU39430,deoR,313,942
BSU04000,ycsA,354,1065
BSU18990,yobK,152,459
BSU00490,spoVG,97,294
BSU37490,speB,290,873
BSU36950,tsaC,346,1041
BSU06940,yesL,209,630
BSU34630,yvdE,316,951
BSU24720,comGB,323,972
BSU34600,mdxF,435,1308
BSU02010,ybdK,320,963
new41670854167598c,S1561, ,514
BSU18790,yoaZ,210,633
BSU26970,adhB,378,1137
new2991067c,S4, ,769
BSU07720,yflD,45,138
BSU23110,resE,589,1770
new23677612367905c,S856, ,145
BSU37750,ywfA,412,1239
BSU24270,dxs,633,1902
BSU38890,yxjN,157,474
BSU39110,deaD,479,1440
BSU28610,zapA,85,258
BSU02540,ycbK,312,939
BSU23740,yqjU,63,192
BSU09450,yhdF,289,870
BSU41060,rpmH,44,135
BSU34770,yvcJ,295,888
BSU23820,yqjM,338,1017
BSU39590,yxeD,117,354
BSU01640,btr,529,1590
BSU38420,sacY,280,843
BSU18080,yneT,135,408
new13136631313744c,S453, ,82
BSU33940,gapA,335,1008
BSU23320,ypzC,78,237
BSU17670,cotU,86,261
new496980497767,S149, ,788
BSU05860,gmuE,299,900
BSU22090,kdgT,330,993
BSU16210,fliF,536,1611
BSU30710,ythA,443,1332
BSU36030,ywrK,442,1329
BSU18760,yoaU,290,873
new20374982037600c,S698, ,103
BSU10920,yitA,389,1170
BSU39510,snaB,165,498
new28368072836908c,S1050, ,102
new41098644110916c,S1539, ,1053
BSU12470,yjqA,125,378
BSU07140,yetF,231,696
BSU00320,yaaT,275,828
BSU01870,ybcH,96,291
BSU00040,recF,370,1113
BSU30950,glgA,484,1455
BSU15160,pbpB,716,2151
BSU15980,ffh,446,1341
BSU36090,ywrE,111,336
BSU28290,ilvC,342,1029
BSU09130,tcyP,463,1392
BSU01070,rpoB,1193,3582
BSU02590,ycbP,128,387
new21528532153170c,S759, ,318
BSU11080,yitQ,195,588
new17178081717932,S586, ,125
new339807339955c,S111, ,149
BSU16680,rpsO,89,270
BSU03810,fpbO,315,948
BSU09380,nsrR,146,441
BSU36520,nrgB,116,351
new41549724155052c,S1554, ,81
BSU11960,yjcR,175,528
BSU03310,nasC,710,2133
new24888152488968,S907, ,154
BSU29080,mutM,276,831
BSU33300,fhuG,336,1011
BSU04570,murF,457,1374
BSU34400,padC,161,486
BSU09290,glpK,496,1491
BSU25480,grpE,187,564
new24040912404172c,S870, ,82
BSU14170,ykuP,151,456
BSU13940,ykwB,226,681
new159779160673,S63, ,895
BSU36490,ywoC,189,570
BSU02140,glpT,444,1335
BSU15370,ylmD,278,837
BSU14970,ylbD,132,399
BSUrRNA25,rrnG-16S, ,1552
new15304231530536,S532, ,114
BSU33930,pgk,394,1185
BSU25400,yqeY,148,447
BSU20980,yonV,410,1233
BSU18930,yobH,217,655
BSU39450,yxeR,370,1113
BSU25960,yqcB,90,273
BSU27130,rsiV,285,858
BSU22310,recU,206,621
BSU34820,bmrA,589,1770
BSU12390,uxaA,497,1494
BSU12690,xkdP,219,660
new23932382393421,S865, ,184
new27094712710001c,S990, ,531
new967323967934,S312, ,612
BSU08590,yfhM,286,861
BSU29940,ytlR,309,930
new31704723171891,S1180, ,1420
new23623392362406c,S853, ,68
BSU39360,hutU,552,1659
new35662763566357c,S1321, ,82
new25649142565669,S929, ,756
new41341754134435c,S1547, ,261
BSU10650,sbcC,1130,3393
BSU35678,BSU35678, , 
BSU03700,gerKA,544,1635
BSU06033,ydzT/1,35,108
BSU29330,cmoO,334,1005
new728319728449c,S236, ,131
BSU19080,yobT,233,702
new41765264176840,S1567, ,315
BSU10200,yhfE,346,1041
BSU04420,ydbC,119,360
new17846301785132,S617, ,503
BSU08990,yhbI,154,465
BSU26890,csn,277,834
BSU12940,dppC,320,963
BSU09560,yhdQ,143,432
new101212101289,S44, ,78
new22738012274302,S811, ,502
new32464323246527,S1210, ,96
BSU02870,znuB,280,843
BSUrRNA9,rrnW-16S, ,1554
BSU04830,xis,64,195
new36053983606736c,S1338, ,1339
BSU22940,prsW,218,657
BSU26920,yraJ,118,357
BSU04120,yczI,81,246
BSU03982,mtlF,143,432
BSU17020,ymcA,143,432
BSU29820,ytpR,201,606
BSU40380,walI,280,843
BSU22410,panD,127,384
BSU08500,yfhE,36,111
BSU29670,tyrS,422,1269
BSU23350,ypzD,70,213
BSU33050,gerAA,482,1449
BSU18230,yngG,299,900
BSU00270,yaaO,480,1440
new27919682792100c,S1035, ,133
new14462891447115c,S498, ,827
BSU07350,yfmT,485,1458
BSU17230,pksS,405,1218
BSU13390,ykoT,337,1014
new31084263108524c,S1161, ,99
BSU10009,yhzF,63,192
BSU27190,yrzI,49,150
BSU40960,parB,282,849
new19388601938924,S674, ,65
new744739744850,S243, ,112
BSU13220,thiW,547,1644
BSUmiscRNA81,ratA,40,216
new37880043788274c,S1426, ,271
BSU27100,yrhP,210,633
BSU10450,yhjB,489,1470
new23297362330041c,S838, ,306
BSU22790,hbs,92,279
BSU05420,ydfI,213,642
BSU34810,yvcD,484,1455
BSU05408,ydzP,59,180
BSU20130,yosG,120,363
BSU31945,yukJ,225,678
BSU23180,spmA,196,591
BSUmiscRNA53,BSUmiscRNA53, ,107
BSU01770,glmM,448,1347
new17511938,S5, ,188
BSU26940,yraH,128,387
BSU31240,mcpA,661,1986
BSU35430,flgM,88,267
new23811922381353c,S858, ,162
new24152642415371,S877, ,108
BSUtRNA82,trnSL-Gly1, ,74
BSU23260,ribA,398,1197
BSU19200,desR,199,600
BSU10460,yhjC,66,201
BSU06960,yesN,368,1107
BSU07200,yetJ,214,645
BSU23710,polY2,412,1239
BSU19390,yojN,304,915
BSU24740,corA,317,954
BSU35930,rbsD,131,396
BSU27650,secDF,737,2214
BSU18590,yoaG,134,405
new29972832999078,S1114, ,1796
BSU11930,yjcO,153,462
BSU35950,rbsC,322,969
BSU08160,yfjB,407,1224
BSU03120,ycgI,198,597
new28121342812231c,S1043, ,98
BSU37320,narK,395,1188
new12768761277061c,S441, ,186
new942230942320c,S300, ,91
BSU02920,yceF,257,774
BSU22920,ypeB,450,1353
BSU09360,yhdC,107,324
BSU08140,yfjD,185,558
BSU27260,mccA,307,921
BSU16490,rpsB,246,741
new35795153579589c,S1329, ,75
BSU10970,yitF,371,1116
new875144875427,S278, ,284
BSU39780,iolS,310,933
BSU26039,yqbN/1,63,192
BSU36100,ywrD,525,1578
new678952679246c,S224, ,295
BSU04930,conD,174,525
BSU19290,yozO,114,345
new23257742325853,S836, ,80
new35681953568456c,S1322, ,262
BSU27660,comN,98,297
new24129752413587,S876, ,613
BSU09740,yheF,41,126
new528616528703,S168, ,88
BSU27040,levG,275,828
new988013988416c,S318, ,404
new21192682119353,S750, ,86
BSU23836,rpmGCc, , 
BSU24150,mmgC,379,1140
BSU37950,ywdI,118,357
new613552613640,S199, ,89
BSU12000,manR,648,1947
BSU04920,conC,82,249
BSU37870,spsE,373,1122
new532412532652c,S170, ,241
BSU13810,ykvS,61,186
BSU22540,qcrC,255,768
BSU23349,BSU23349, , 
BSU25110,yqfU,293,882
new15963011596473,S560, ,173
new5570755815,S32, ,109
BSU36170,ywqL,238,717
BSU07690,yflG,249,750
BSU38400,epr,645,1938
BSU37640,lipL,281,846
BSU38360,ywbD,396,1191
BSU26260,yqaM,286,861
BSU40220,yydB,481,1446
BSU06040,ydiM,126,381
BSU01980,skfH,141,426
BSU14830,ylaM,309,930
BSU26200,yqaS,239,720
BSU17830,yndM,179,540
new24018432402036,S869, ,194
BSU39860,aldX,445,1338
BSU02290,psd,263,792
new34409533441054c,S1282, ,102
BSU01280,rplE,179,540
new14997521499838,S521, ,87
BSUmiscRNA25,BSUmiscRNA25, ,227
BSU00800,yazB,69,210
new39852823985350c,S1490, ,69
new22260612227296,S801, ,1236
BSU01610,feuC,336,1011
BSU34970,yvoE,216,651
BSU13440,ykoY,324,975
new25496452549774,S923, ,130
BSU06049,ydzV,119,360
BSU39660,yxdJ,229,690
BSUmiscRNA75,bsrF, , 
new659222659341c,S215, ,120
BSU01210,rplV,113,342
BSU05020,phrI,39,120
BSU26490,yrkJ,261,786
BSU17110,pksD,324,975
new25992672599375c,S946, ,109
new39831743984118,S1489, ,945
BSU35210,yvkA,444,1335
BSU16610,ylxR,91,276
BSU17610,xylB,499,1500
BSU19810,yodU,139,420
new27226452722745,S999, ,101
new39807043983186c,S1488, ,2483
BSU17170,pksI,249,750
BSU21350,cwlP,2285,6858
BSU39310,yxiC,89,270
BSU37540,ywhB,62,189
new15181751519804c,S526, ,1630
new41545024154694c,S1553, ,193
new18991261899205c,S638, ,80
new28546272854844c,S1059, ,218
BSU26620,yrdR,321,966
new37186173718717,S1389, ,101
new30211663021232,S1122, ,67
new798340798468,S251, ,129
BSU38930,yxjJ,87,264
BSU07550,yflT,115,348
BSU21060,yonK,63,192
BSU17150,pksG,420,1263
BSU06380,yebC,267,804
new15181861518290,S527, ,105
new32396403239929,S1208, ,290
new40127584012865c,S1507, ,108
BSU19350,yocS,321,966
new26486882648796c,S970, ,109
BSU13740,queE,243,732
new14853561485452,S516, ,97
BSU13200,rsbRB,277,834
BSU17480,ynzF,114,345
BSU31210,rhaR,258,777
BSU31725,BSU31725, , 
BSU02930,yceG,537,1614
BSU10510,yhjH,175,528
BSU39650,yxdK,325,978
BSU32300,yutE,144,435
new34838883483998c,S1303, ,111
BSU32360,yunC,101,306
new35456053545858,S1317, ,254
new984790984900,S317, ,111
new27404132740741,S1008, ,329
BSU30330,ytvB,109,330
BSU31810,yuzE,129,390
BSU38800,yxkH,279,840
new25696242570653,S931, ,1030
BSU10250,lplJ,331,996
BSU01400,rpmJ,37,114
BSU07370,yfmR,629,1890
BSU26310,yqaH,85,258
BSU25390,yqeZ,437,1314
BSU16150,clpQ,181,546
BSU28900,pftB,231,696
BSU34370,epsA,234,705
new26013302601527c,S952, ,198
new12289261229067,S411, ,142
BSU24570,gcvT,362,1089
new342467342537,S113, ,71
new18684531868560,S621, ,108
BSU03020,ycgA,477,1434
new36067773607493,S1339, ,717
BSU03359,yczL,61,186
BSU22440,birA,325,978
BSU29180,pyk,585,1758
BSU36680,ywmF,166,501
new24357922435878c,S886, ,87
BSU23480,dacF,389,1170
BSU25210,dnaG,603,1812
BSU28470,lysC,408,1227
BSU05890,ydhU/1,242,729
BSU04039,yczO,54,165
new12911891291343,S448, ,155
BSU21300,yomM,333,1002
BSU23150,resA,179,540
BSU30740,mntD,295,888
BSU23540,brfA,71,216
BSU09990,scoC,203,612
BSU25910,yqxH,140,423
BSU34830,yvzA,119,360
BSU23950,yqjA,322,969
BSU12539,ykzK,55,168
new15342711535874,S534, ,1604
BSU10690,gerPD,58,177
BSU15100,ylbP,160,483
BSU37810,spsL,151,456
BSUrRNA23,rrnI-16S, ,1553
new41401504140220c,S1549, ,71
BSU07850,yfkM,172,519
BSU23520,fur,149,450
new28797142879844c,S1065, ,131
new31874023187502,S1185, ,101
new32287123228777,S1204, ,66
new615623615761c,S200, ,139
BSU32850,fadM,302,909
BSU39480,yxeO,249,750
new21699272169994,S771, ,68
BSU25440,yqeU,256,771
BSU10030,hit,145,438
BSU28580,rqcU,785,2358
BSU31580,maeN,448,1347
BSU11525,BSU11525, , 
BSU37569,BSU37569, , 
BSU35180,csbA,76,231
BSU37680,bacG,259,780
BSU26748,yrdD/1,52,159
BSU17570,xynP,463,1392
BSU13080,ykkB,172,519
BSU27850,nadA,368,1107
BSU06190,ydjG,341,1026
BSU28710,cstA,598,1797
new28792962879712c,S1064, ,417
BSU32740,metP,222,669
BSU30690,ytiB,187,564
new1897619061,S12, ,86
BSU01020,rplK,141,426
new39919683992056c,S1494, ,89
new22217932222297,S797, ,505
BSU18840,xynA,213,642
BSU01920,skfB,410,1233
BSU32780,yusF,146,441
new20021722002505,S680, ,334
BSU06690,gatB,476,1431
BSU20200,yorZ,70,213
BSU38830,aldY,485,1458
BSU18430,yogA,329,990
BSU16810,ymfC,241,726
BSU06740,yefB,300,903
BSU27200,yrhG,266,801
new8863688726,S42, ,91
BSU34980,yvoD,312,939
BSU21100,yonG,306,921
BSU10940,yitC,228,687
new38165003816558c,S1444, ,59
BSU06680,gatA,485,1458
BSU22200,cotD,75,228
new14912171492167,S518, ,951
BSU00770,sul,285,858
BSUrRNA4,rrnA-16S, ,1554
BSU03300,nasD,805,2418
new24337882434859,S885, ,1072
new29662892966367c,S1092, ,79
BSU26170,yqbB,305,918
BSU39080,licT,277,834
BSU24330,yqhY,135,408
new39966293996729,S1496, ,101
BSU02370,gamR,235,708
BSU03450,hxlB,185,558
BSU00030,yaaA,71,216
BSU02980,opuAA,418,1257
BSU01760,cdaR,483,1452
BSU37650,cysL,299,900
BSU07680,yflH,104,315
BSU21329,youB,58,178
BSU29870,ytzB,105,318
new697093697156,S229, ,64
BSU00360,yabC,292,879
new22209472221060c,S795, ,114
BSU24160,mmgB,287,864
BSU16580,polC,1437,4311
BSU35480,degV,281,846
BSU11070,yitP,178,537
BSU22360,asnS,430,1293
BSU39380,hutG,319,960
BSU22140,kduD,254,765
BSU13509,ykzP,51,156
BSU28400,ysmB,146,441
new39791983979406c,S1486, ,209
BSU15000,ylbG,90,273
BSU21860,brxA,144,435
new204977205210,S72, ,234
BSU06930,yesK,100,303
BSU19480,yojE,298,897
new36724983672737c,S1369, ,240
new312063312158,S106, ,96
BSU09540,plsC,199,600
BSUtRNA32,trnD-Val, ,76
BSU40860,yyaH,126,381
new39021363902209c,S1464, ,74
BSU22160,yptA,63,192
BSU27150,yrhK,96,291
BSU30850,ytdA,272,819
BSU40259,yyzG,56,171
BSU13780,ykvP,399,1200
BSU16110,dprA,297,894
BSU40529,yyzH,49,150
BSU10170,fabHB,325,978
new11688381168972c,S392, ,135
BSU14629,sr1, , 
BSU29700,acuB,214,645
BSU32930,yusU,95,288
BSU12540,xkdD,116,351
BSU30080,yteV,60,183
new12078121208152,S401, ,341
BSU29320,cmoI,93,282
new35106743510779,S1309, ,106
BSU22010,exoR,296,888
BSU15880,fapR,188,567
new1148,S1, ,148
BSU02810,cwlK,167,504
new267772267889,S94, ,118
new35893613589438c,S1332, ,78
BSU02970,yceK,100,303
new10442471044317c,S339, ,71
new15692261569349c,csfG, ,124
BSU03640,bsdC,473,1422
BSU14350,yknX,377,1134
BSU38210,gtcA,127,384
BSU20060,nrdEB,1168,3507
BSU29000,nrdR,152,459
new10048351004923,S322, ,89
BSU39690,iolH,289,870
BSU12890,ykcC,323,972
new36940803694200,S1380, ,121
BSU25270,glyQ,295,888
BSU17820,pghL,252,759
new11680461168198c,S391, ,153
BSU08940,yhbD,238,717
new36804213680580c,S1373, ,160
BSU31710,comQ,299,900
BSUtRNA21,trnE-Met, ,77
BSU31180,rhaA,424,1275
new20690302069174c,S713, ,145
BSU14760,ylaF,62,189
BSU34490,yvdS,111,336
new752253752357,S245, ,105
new31058003106064c,S1158, ,265
BSU10320,yhfP,330,993
BSU00620,divIC,125,378
BSU12550,xtrA,68,207
BSU14140,ccpC,293,882
BSU10910,yisZ,199,600
new20293142029407,S693, ,94
new11176881117833,S366, ,146
BSU14360,yknY,230,693
new32572333257319c,S1216, ,87
new15591111559216,S542, ,106
BSU04400,gsiB,123,372
BSU13680,motB,261,786
BSU34440,pbpE,451,1356
BSU00530,spoVC,188,567
BSU02570,ycbN,307,924
new36716233672496c,S1368, ,874
BSU32190,yuzB,78,237
new24695092469579c,S900, ,71
BSU38770,cimH,450,1353
BSU00400,yabE,437,1314
BSU20770,yopT,72,219
BSU34050,lutA,238,717
BSU30320,leuS,804,2415
BSU23580,ansA,329,990
new26497762649841,S971, ,66
BSU38020,pdxK,271,816
BSU40930,yyaE,667,2004
BSU01160,rplC,209,630
new10449671045036,S340, ,70
BSU28200,lonA,774,2325
BSU09470,yhdH,451,1356
BSU20630,yoqH,150,453
BSU36790,ywmA,157,474
new740214740287,S242, ,74
BSU00420,ksgA,292,879
BSU24520,mntR,142,429
new22148652214961c,S791, ,97
BSU05210,ydeI,197,594
BSU40120,yyzE,76,231
BSU24690,comGE,115,348
new32446173244738,S1209, ,122
BSU18540,yoaB,414,1245
new32766043276710,S1227, ,107
BSU30670,luxS,157,474
BSU12190,yjhB,208,627
BSU22950,bdr,324,975
BSU39200,yxzC,122,369
new37283793728510c,S1392, ,132
BSU14750,ylaE,203,612
BSU31020,yuaF,174,525
BSU08890,ygaO,157,474
BSU08680,ygaC,176,531
BSU03740,yclI,486,1461
new36540553654138c,S1361, ,84
BSU39490,yxeN,224,675
new678515679050,S223, ,536
